context_family,shifted_context_family,difficulty,shift_type,error_type,error_message
repetition_presence,repetition_presence,easy,single_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[2, 0], [1, 1]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [2, 0], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [1, 1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
size_parity,size_parity,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[3], [1], [1]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [3], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': [1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
repetition_presence,repetition_presence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[2, 1, 1]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [2, 1, 1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,boundary_relation,easy,single_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[0, 0], [0, 0]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [0, 0], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [0, 0], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,boundary_relation,easy,single_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""1"", ""1"", ""1"", ""1""], [""0"", ""1"", ""0"", ""1""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['0', '1', '0', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,majority_existence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""2""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['2'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,boundary_relation,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[1], [0], [0]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [0], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': [0], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,local_pattern_consistency,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""0"", ""0"", ""0"", ""0""], [""0"", ""3"", ""0"", ""0""], [""0"", ""1"", ""0"", ""0""], [""0"", ""3"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['0', '0', '0', '0'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['0', '3', '0', '0'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': ['0', '1', '0', '0'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 3), 'msg': 'Input should be a valid string', 'input': ['0', '3', '0', '0'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 4), 'msg': 'Input should be a valid string', 'input': ['0', '0', '0', '0'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,boundary_relation,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""9"", ""9"", ""9"", ""9""], [""9"", ""3"", ""3"", ""9""], [""9"", ""0"", ""3"", ""9""], [""9"", ""3"", ""3"", ""9""], [""9"", ""9"", ""9"", ""9""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['9', '9', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['9', '3', '3', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': ['9', '0', '3', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 3), 'msg': 'Input should be a valid string', 'input': ['9', '3', '3', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 4), 'msg': 'Input should be a valid string', 'input': ['9', '9', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,majority_existence,easy,single_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,majority_existence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[], []]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
size_parity,size_parity,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[3], [2], [3]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [3], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [2], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': [3], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,boundary_relation,easy,single_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""1"", ""1""], [""2"", ""2""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['2', '2'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
repetition_presence,repetition_presence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[0, 2, 0, 3]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [0, 2, 0, 3], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
repetition_presence,repetition_presence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""1"", ""1""], [""2"", ""2""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['2', '2'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
size_parity,size_parity,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""1"", ""1"", ""1"", ""1""], [""1"", ""2"", ""2"", ""1""], [""1"", ""2"", ""4"", ""1""], [""1"", ""2"", ""2"", ""1""], [""1"", ""1"", ""1"", ""1""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['1', '2', '2', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': ['1', '2', '4', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 3), 'msg': 'Input should be a valid string', 'input': ['1', '2', '2', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 4), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,majority_existence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""3""], [""0""], [""3""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['3'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['0'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': ['3'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
repetition_presence,size_parity,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[3, 3, 4, 2]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [3, 3, 4, 2], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,boundary_relation,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[4]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [4], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,local_pattern_consistency,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""[4]"", ""[4]"", ""[3]"", ""[4]"", ""[4]"", ""[3]""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['[4]', '[4]', '[3]', '[4]', '[4]', '[3]'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
repetition_presence,boundary_relation,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[4, 1, 4, 1], [1, 0, 1, 0]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [4, 1, 4, 1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [1, 0, 1, 0], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
local_pattern_consistency,local_pattern_consistency,easy,single_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""2"", ""2""], [""2"", ""2""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['2', '2'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['2', '2'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,majority_existence,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[4, 4], [1, 1], [4, 4]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [4, 4], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [1, 1], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': [4, 4], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
repetition_presence,repetition_presence,medium,full_rule_remap_same_context,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""[3, 0]"", ""[2, 0]"", ""[3, 0]"", ""[2, 0]""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['[3, 0]', '[2, 0]', '[3, 0]', '[2, 0]'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
boundary_relation,repetition_presence,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""9"", ""9"", ""9"", ""9""], [""9"", ""2"", ""9"", ""9""], [""9"", ""4"", ""9"", ""9""], [""9"", ""2"", ""9"", ""9""], [""9"", ""9"", ""9"", ""9""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['9', '9', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['9', '2', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': ['9', '4', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 3), 'msg': 'Input should be a valid string', 'input': ['9', '2', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 4), 'msg': 'Input should be a valid string', 'input': ['9', '9', '9', '9'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,size_parity,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""], [""1"", ""1"", ""1"", ""1""]]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 2), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 3), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 4), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 5), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 6), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 7), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 8), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 9), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 10), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 11), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 12), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 13), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 14), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 15), 'msg': 'Input should be a valid string', 'input': ['1', '1', '1', '1'], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
majority_existence,repetition_presence,hard,full_context_and_rule_remap,ResponseParsingError,"Pre-phase failed: Response parsing failed.
Input Value:
---
{""answers"": [[], []]}
---
Target Schema:
---
{
  ""properties"": {
    ""answers"": {
      ""items"": {
        ""type"": ""string""
      },
      ""title"": ""Answers"",
      ""type"": ""array""
    }
  },
  ""required"": [
    ""answers""
  ],
  ""title"": ""RoundOutputSchema"",
  ""type"": ""object""
}
---
Parsing Error:
---
[{'type': 'string_type', 'loc': ('answers', 0), 'msg': 'Input should be a valid string', 'input': [], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}, {'type': 'string_type', 'loc': ('answers', 1), 'msg': 'Input should be a valid string', 'input': [], 'url': 'https://errors.pydantic.dev/2.12/v/string_type'}]
---"
